Title,Date,"Community (city,town, ward)",LGA,State,Total Deaths,Boko Haram (P),State Actor (P),Sectarian Actor (excluding BH) (P),Other Armed Actor (P),Kidnapper (P),Robber (P),Other (P),Election-related Actor (P),Cameroon State Actor (P),Boko Haram (V),State Actor (V),Sectarian Actor (V),Other Armed Actor (V),Political Actor (V),Kidnapper (V),Kidnapee (V),Robber (V),Journalist (V),Civilian (V),Election-related Actor (V),Cameroon State Actor,Bomb,Gun,Machete,Suicide Bombing,Other Weapon,TK,Drinking Establishment,Goverment Building,Church,Mosque,Bank,School,Other Location,Notes,Sources 1,Sources 2,Sources 3,Latitude,Longitude,"LGA, State, Country",Country,Attack_Type,Transmission Line,Tower Number(s),Agents,Chain of Effect
Attack on 330kV transmission line along Maiduguri-Damaturu,11/06/2024,,,Maiduguri - Damaturu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dailytrust.com/power-outage-bandits-targeting-shiroros-330kv-lines-for-long-locals/,https://www.premiumtimesng.com/news/top-news/703418-vandals-destroy-newly-reconstructed-electricity-transmission-tower-tcn.html,https://www.thecable.ng/blackout-as-vandals-destroy-tcn-towers-in-maiduguri/,11.8333,13.15,,,Power,"330kV transmission line (Borno, Damaturu-Maiduguri 330 Kilo Volt (KV Single Circuit) transmission lines)",Towers 193 and 194,Vandalism by suspected BH Terrorists,
"Attack on Gombe-Damaturu-Maiduguri 330kV transmission line (2 Towers), Yobe.",21/09/2024,,,Maiduguri - Damaturu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dailytrust.com/power-outage-bandits-targeting-shiroros-330kv-lines-for-long-locals/,https://www.vanguardngr.com/2024/09/electricity-blackout-in-damaturu-as-vandals-attack-tcn-tower/,https://www.premiumtimesng.com/news/more-news/737710-vandals-destroy-330kv-gombe-damaturu-maiduguri-tcn-tower.html,11.8333,13.15,,,Power,"Gombe-Damaturu-Maiduguri 330kV transmission line (2 Towers), Yobe.",Tower No T372,Vandalism by suspected BH Terrorists,
"Nigeria’s electricity transmission line vandalised, fifth in one month",26/02/2024,,,Gwagwalada-Katampe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.premiumtimesng.com/news/top-news/676229-nigerias-electricity-transmission-line-vandalised-fifth-in-one-month.html,https://dailypost.ng/2024/03/11/nigeria-records-five-incidents-of-electricity-assets-vandalization-in-february-2024-tcn/,https://www.nairaland.com/8026651/vandals-attack-shiroro-katampe-transmission-line,9.0643,7.4826,,,Power,,Tower 70,Destruction/Vandalism,Gwagwalada 132kV S/S
attack on towers 145 to 149 and 201 to 218 along the Owerri-Ahoda 132kV transmission line,15/02/2024,,,Owerri - Ahoada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.premiumtimesng.com/news/top-news/676229-nigerias-electricity-transmission-line-vandalised-fifth-in-one-month.html#:~:text=Ms%20Mbah%20said%20that%20there,also%20collapsed%20due%20to%20vandalism.",https://punchng.com/blackout-worsens-as-hoodlums-vandalise-transmission-line/,https://dailypost.ng/2024/03/11/nigeria-records-five-incidents-of-electricity-assets-vandalization-in-february-2024-tcn/,5.07,6.65,,,Power,Owerri-Ahoda 132kV transmission line on,Towers 145 to 149 and 201 to 218,Vandalism,
Attack on 132 kV Transmission Line along Ahoada - Yenegoa,14/01/2022,,,Ahoada - Yenegoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.thecable.ng/rethinking-protection-of-critical-national-assets/,https://thenationonlineng.net/rethinking-the-protection-of-national-critical-assets/,,4.9247,6.2642,,,Power,132 kV Transmission Line,,Vandalism,
Attack on transmission towers in Job,22/09/2022,,,Jos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.thecable.ng/rethinking-protection-of-critical-national-assets/,https://thenationonlineng.net/rethinking-the-protection-of-national-critical-assets/,,9.8965,8.8583,,,Power,,Towers 303 and 304,Vandalism,
Vandals attack on the 330kV Lokoja-Gwagwalada transmission line,09/11/2024,,, Lokoja-Gwagwalada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://guardian.ng/news/nigeria/again-vandals-attack-three-electricity-towers-in-abuja/,https://nairametrics.com/2024/11/11/vandals-destroy-three-towers-on-lokoja-gwagwalada-transmission-line-tcn/,https://www.vanguardngr.com/2024/11/again-vandals-attack-tcn-towers-disrupt-power-supply-to-abuja/,8.5,6.7333,,,Power,330kV Lokoja-Gwagwalada,"T306, T307, and T308",Vandalism/Theft,Gwagwalada 132kV S/S
Vandals attack on the 330kV Shiroro-Katampe transmission line,18/12/2024,,,Shiroro-Katampe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.premiumtimesng.com/news/top-news/762709-again-vandals-attack-nigerias-electricity-transmission-line.html,https://dailypost.ng/2024/12/20/vandals-attack-shiroro-katampe-transmission-line/,https://www.channelstv.com/2024/12/20/abuja-in-darkness-as-vandals-attack-shiroro-katampe-transmission-line-again/,9.8,7.5333,,,Power,330kV Shiroro-Katampe,T216 and T218,Vandals attack,
Attack on towers 23 - 25 Gwagwalada -Apo transmission line,10/12/2023,,,"Gwagwalada, Apo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.researchgate.net/publication/382038806_Analysing_the_Impact_of_Attacks_and_Vandalism_on_Nigerian_Electricity_Transmission_Lines_Causes_Consequences_and_Mitigation_Strategies,,,9.0643,7.4826,,,Power,,Towers 23 - 25,Vandalism,
Attack on towers 372 - 373 along Gombe-Damaturu transmission line,21/12/2023,,,"Gombe, Damaturu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.researchgate.net/publication/382038806_Analysing_the_Impact_of_Attacks_and_Vandalism_on_Nigerian_Electricity_Transmission_Lines_Causes_Consequences_and_Mitigation_Strategies,,,11.747,11.9608,,,Power,,Towers 372 - 373,Explosives by suspected terrorists,
Attack on towers (2) along Maiduguri-Damaturu transmission line,28/12/2023,,,"Maiduguri, Damaturu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.researchgate.net/publication/382038806_Analysing_the_Impact_of_Attacks_and_Vandalism_on_Nigerian_Electricity_Transmission_Lines_Causes_Consequences_and_Mitigation_Strategies,,,11.8333,13.15,,,Power,,2 Towers,Explosives by suspected terrorists,
Attack on tower 388 along Jos-Bauchi transmission line,01/02/2024,,,Jos - Bauchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.researchgate.net/publication/382038806_Analysing_the_Impact_of_Attacks_and_Vandalism_on_Nigerian_Electricity_Transmission_Lines_Causes_Consequences_and_Mitigation_Strategies,,,9.8965,9.774,,,Power,,Towers 388,Explosives by suspected terrorists,
"Attack on Towers 145 - 149, 201 - 218, along Owerri-Ahoada transmission line",15/02/2024,,,"Owerri, Ahoada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.researchgate.net/publication/382038806_Analysing_the_Impact_of_Attacks_and_Vandalism_on_Nigerian_Electricity_Transmission_Lines_Causes_Consequences_and_Mitigation_Strategies,,,5.07,6.65,,,Power,,"Towers 145 - 149, 201 - 218,",Vandalism,
Attack on towers 377 - 378 along Gombe-Damaturu transmission line,23/02/2024,,,"Gombe, Damaturu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.researchgate.net/publication/382038806_Analysing_the_Impact_of_Attacks_and_Vandalism_on_Nigerian_Electricity_Transmission_Lines_Causes_Consequences_and_Mitigation_Strategies,,,11.747,11.9608,,,Power,,Towers 377 - 378,Explosives,
Vandals destroy 6 transmission towers in Rivers -NDPHC,03/09/2022,,, Afam-Onne Transmission Line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.vanguardngr.com/2022/12/ndphc-vandals-destroy-6-transmission-towers-kill-one-in-rivers/,https://sharpedgenews.com/vandals-destroy-6-transmission-towers-in-rivers-ndphc/,https://dailynewsprecise.com.ng/?p=14984,4.8667,7.15,,,Power,330kV DC,"T19, T20, T21 and T22",Vandals attacks,Elelenwon 132/33kV S/S
